---- PEOPLE ----
('Pfcpbx', 'Emgrqffe', 'FM', 'St. Paul'),
(34, 'Svhadznb'),
(37, 'Frxlyheczzl'),
(863, 'Icwta'),
(664, 'Bfydptpadt'),
(779, 'Tdamoexkizma'),
(83, 'Iriubh'),
(758, 'Mt'),
(348, 'Wcdwck'),
(727, 'Bhxyiawhtjnbr'),
(909, 'Rlvzftekpytll'),
(711, 'Osakmsel'),
(691, 'Gwtqn'),
(473, 'Lzme'),
(119, 'Kdrjabj'),
(999, 'Koezomll'),
(542, 'Dmyk'),
(804, 'Akfovrrkzqowa'),
(55, 'Qgcqvakfxolgl'),
(334, 'Rfbybcayhskba'),
(388, 'Schpsn'),
(417, 'Ffgovolhzab'),
(164, 'Jovqifs'),
(466, 'Owkxc'),
(469, 'Goqootyz'),
(327, 'Bbfhr'),
(416, 'Ehvoyoyfujrm'),
(204, 'Othogufuu'),
(279, 'Csaxtkmdhogy'),
(631, 'Ppzmadh'),
(809, 'Fpstlmbh'),
(578, 'Yoonko'),
(34, 'Hl'),
(556, 'Cuiblqs'),
(469, 'Frhmgs'),
(653, 'Byn'),
(372, 'Ysgph'),
(709, 'Tlsn'),
(155, 'Foze'),
(110, 'Kklxctway'),
(755, 'Or'),
(257, 'Lkwvspipi'),
(320, 'Dedqkwtxomru'),
(263, 'Pexzeb'),
(875, 'Tqzm'),
(782, 'Ocj'),
(929, 'Tvvfqyflnzs'),
(740, 'Nkwodussv'),
(831, 'Fqs'),
(497, 'Qio'),
(228, 'Befc'),
(573, 'Koytbjvqdk'),
(414, 'Cjblsrhnjkemg'),
(161, 'Wbczwxh'),
(358, 'Cuc'),
(330, 'Tvvygoo'),
(98, 'Wpossraru'),
(761, 'Jnmlaxcu'),
(83, 'Cnltgvcknqe'),
(742, 'Ngfuw'),
(973, 'Dlkem'),
(788, 'Bigbxy'),
(848, 'Tlztjgwkuxntf'),
(993, 'Yp'),
(891, 'Svlbq'),
(565, 'Jqzrlx'),
(824, 'Wksxchqvrbpaz'),
(314, 'Pqrpomst'),
(548, 'Exzikug'),
(125, 'Orjbrooabf'),
(631, 'Kedaaas'),
(729, 'Kdljomvnlod'),
(887, 'Cimuortbcl'),
(302, 'Arsqhoieinzt'),
(680, 'Joqoanht'),
(594, 'Ppbybf'),
(375, 'Scjrrskulx'),
(941, 'Cqjmguifmxu'),
(681, 'Blhcavbbdxnxd'),
(965, 'Tvlpwugadq'),
(862, 'Oh'),
(606, 'Qzuj'),
(26, 'Cxotjzwte'),
(857, 'Bqhj'),
(902, 'Uxnjmt'),
(468, 'Acorqh'),
(771, 'Nun'),
(899, 'Vyujwzphv'),
(64, 'Imcgu'),
(926, 'Jgmuzkwa'),
(13, 'Sqmyvplvf'),
(50, 'Isnrqaebtach'),
(39, 'Fcrffnk'),
(965, 'Byujbnr'),
(293, 'Hcxitevagvlad'),
(293, 'Dkb'),
(609, 'Lesxgkvn'),
(613, 'Hbau'),
(191, 'Vv'),
(666, 'Hljj'),
(109, 'Mnvghzarfns'),
(814, 'Vowng'),
(423, 'Aggu'),
(318, 'Jjvgymzs'),
(611, 'Xbizczxpapl'),
(962, 'Rr'),
(637, 'Gfwozdickvhnd'),
(722, 'Vc'),
(174, 'Eiw'),
(143, 'Oiik'),
(618, 'Lfyfwtfmz'),
(551, 'Kvlxhktz'),
(936, 'Lcn'),
(789, 'Yce'),
(902, 'Jnn'),
(842, 'Ukgqroyfzh'),
(895, 'Ikmbyovwd'),
(689, 'Mmz'),
(333, 'Auuhxxzlifof'),
(651, 'Owqm'),
(955, 'Nmbfeuwobqi'),
(565, 'Txcbjhgpuebq'),
(822, 'Vbmmbzo'),
(843, 'Wzebbvhpeblkp'),
(768, 'Rdi'),
(421, 'Tzfeuwdwdjkoy'),
(793, 'Jeavdxuau'),
(847, 'Ztthsdodsjyk'),
(433, 'Nsiwzgctui'),
(778, 'Ucwwn'),
(170, 'Raxrornnixmqw'),
(626, 'Wodfgmckab'),
(91, 'Gorptjbjof'),
(219, 'Gdjb'),
(733, 'Fypsiipnht'),
(589, 'Ougqjocnfjdfb'),
(556, 'Dblkyxrjm'),
(117, 'Ydzxhsrthpn'),
(90, 'Jhdsou'),
(682, 'Yohzazedyjej'),
(42, 'Ngupr'),
(936, 'Viwhtxlfp'),
(65, 'Ixvxxlwkworr'),
(796, 'Ipm'),
(429, 'Naum'),
(104, 'Pnlpnxzbmitlx'),
(217, 'Dbvcdcihr'),
(146, 'Jmqjcmqgbi'),
(833, 'Nq'),
(399, 'Phxhkoqarnsih'),
(707, 'Ugpalf'),
(432, 'Kehfgkude'),
(93, 'Kvowkeey'),
(152, 'Llxpc'),
(490, 'Qo'),
(675, 'Gyba'),
(236, 'Jgjohco'),
(397, 'Bekiz'),
(276, 'Qiifxuys'),
(12, 'Gijjhwcp'),
(914, 'Kgowggocm'),
(232, 'Kbdsyfjahdd'),
(656, 'Yzwq'),
(524, 'Ovavzhjkcaas'),
(947, 'Tdhrggzcvhjf'),
(806, 'Sncq'),
(355, 'Jupzpl'),
(891, 'Bqlzsaw'),
(974, 'Ozim'),
(745, 'Arbienp'),
(315, 'Hzg'),
(704, 'Qjhtqrnuqvcu'),
(300, 'Lj'),
(941, 'Dmsap'),
(573, 'Ryonyaxbnss'),
(731, 'Jmoudnye'),
(862, 'Szbdmuiperzhc'),
(599, 'Fhq'),
(404, 'Karnlkpmezv'),
(166, 'Egmnigxpcxu'),
(825, 'Rmegyhan'),
(60, 'Nci'),
(893, 'Rbeqriux'),
(853, 'Paltcrcd'),
(923, 'Fkaziogmtugcw'),
(137, 'Jqxdkedrolf'),
(358, 'Gprrxpplfk'),
(891, 'Rum'),
(984, 'Isnbsqqi'),
(625, 'Ngynytzhlin'),
(266, 'Fxlnvn'),
(577, 'Cqjhbrrnftogv'),
(121, 'Vcqgdpx'),
(782, 'Gvsxyivzozczb'),
(711, 'Oxojvijvw'),
(903, 'Swt'),
(662, 'Mgyvhyk'),
(309, 'Btne'),
(117, 'Jwfwrhaubm'),
(602, 'Ntpqdkztixpjm'),
(986, 'Jhb'),
(204, 'Ozuiawowe'),
(685, 'Enjbl'),
(944, 'Upzhe'),
(438, 'Qzubfsxnosiol'),
(695, 'Dlrxknkojufv'),
(738, 'Eesghtgbsx'),
(264, 'Arrzgqghpvcav'),
(415, 'Dfwlnl'),
(780, 'Nwru'),
(296, 'Oewmbcpbdto'),
(862, 'Bpb'),
(616, 'Orjjlvbgxn'),
(680, 'Dyhxvyzp'),
(315, 'Mfh'),
(537, 'Uzsznc'),
(545, 'Acq'),
(664, 'Eoexqkkpg'),
(31, 'Gvedpz'),
(309, 'Sp'),
(294, 'Qrmybwoucr'),
(626, 'Splajrvj'),
(620, 'Cjrkywir'),
(644, 'Sybaud'),
(811, 'Uwg'),
(522, 'Mjrjgdrzleyi'),
(652, 'Ngr'),
(223, 'Hulz'),
(74, 'Yjadpyozyc'),
(751, 'Zeldcaebsb'),
(794, 'Uxuzzn'),
(320, 'Kmlfcpgj'),
(693, 'Nsyigshnme'),
(429, 'Nmnnpe'),
(554, 'Ymofzvwdoxq'),
(154, 'Mmhc'),
(872, 'Ssqjhvww'),
(179, 'Xpogl'),
(652, 'Pk'),
(323, 'Qedajh'),
(414, 'Adptcyucyno'),
(904, 'Fncm'),
(302, 'Qktjjfgvpta'),
(252, 'Ymirfkq'),
(757, 'Gbgh'),
(310, 'Rosh'),
(738, 'Zkwzmhpzpityl'),
(661, 'En'),
(173, 'Qdcmlxvqdzp'),
(85, 'Mhlnk'),
(72, 'Xxudpmead'),
(463, 'Gnsed'),
(623, 'Bpkfmr'),
(417, 'Utmjl'),
(125, 'Dzmqbbjnovqw'),
(488, 'Saqgoguypml'),
(81, 'Wiiympo'),
(234, 'Xgreetxc'),
(944, 'Hbb'),
(204, 'Dlmyc'),
(923, 'Vbx'),
(776, 'Nuqklvhhlta'),
(40, 'Aswh'),
(826, 'Ts'),
(984, 'Pmqznyibzkv'),
(937, 'Ubgptcakwfou'),
(37, 'Huhudi'),
(256, 'Aqkrakm'),
(337, 'Plwilrsryg'),
(964, 'Mt'),
(11, 'Lg'),
(502, 'Nlbt'),
(708, 'Snc'),
(410, 'Pcnwxkcbs'),
(484, 'Qu'),
(58, 'Ywwperda'),
(262, 'Zdodmohe'),
(743, 'Xlq'),
(200, 'Wpwwius'),
(45, 'Wjjlijbf'),
(786, 'Ft'),
(446, 'Zbzghflb')
---- LISTITEMS ----
(250, 122, 3, 2),
(318, 289, 5, 2),
(860, 881, 9, 3),
(893, 974, 12, 9),
(502, 495, 1, 1),
(903, 672, 5, 5),
(61, 172, 11, 6),
(359, 343, 12, 10),
(305, 897, 6, 4),
(129, 274, 15, 9),
(147, 574, 4, 2),
(193, 131, 11, 3),
(713, 305, 18, 10),
(453, 456, 9, 5),
(419, 140, 8, 7),
(614, 184, 3, 3),
(237, 839, 5, 2),
(55, 716, 13, 10),
(801, 128, 6, 4),
(5, 867, 3, 2),
(794, 577, 5, 2),
(911, 35, 10, 7),
(915, 25, 13, 4),
(343, 699, 8, 7),
(647, 332, 10, 10),
(649, 540, 12, 10),
(655, 49, 9, 6),
(170, 858, 14, 9),
(16, 489, 7, 4),
(908, 652, 5, 3),
(339, 982, 15, 8),
(707, 649, 10, 1),
(153, 602, 10, 4),
(296, 510, 2, 1),
(154, 314, 12, 3),
(588, 77, 2, 2),
(469, 492, 8, 4),
(783, 752, 12, 10),
(276, 590, 15, 9),
(849, 806, 8, 2),
(391, 620, 8, 4),
(887, 243, 11, 3),
(568, 188, 17, 9),
(750, 416, 8, 2),
(583, 629, 11, 10),
(108, 225, 11, 8),
(42, 697, 10, 7),
(838, 569, 8, 1),
(267, 50, 8, 6),
(573, 667, 8, 8),
(963, 513, 9, 9),
(406, 555, 13, 8),
(289, 772, 12, 3),
(430, 177, 9, 2),
(525, 629, 11, 9),
(272, 814, 17, 8),
(278, 137, 17, 10),
(302, 129, 12, 6),
(713, 125, 8, 8),
(25, 789, 14, 5),
(875, 314, 11, 7),
(890, 430, 11, 10),
(164, 806, 9, 8),
(696, 323, 10, 3),
(349, 536, 8, 8),
(496, 491, 3, 3),
(377, 188, 5, 4),
(224, 284, 18, 10),
(73, 630, 6, 3),
(546, 149, 4, 2),
(566, 709, 15, 9),
(772, 477, 10, 6),
(313, 258, 8, 1),
(796, 54, 5, 2),
(346, 37, 7, 3),
(634, 97, 16, 8),
(146, 767, 12, 9),
(193, 182, 15, 7),
(760, 921, 15, 10),
(484, 217, 12, 8),
(353, 214, 9, 9),
(746, 277, 13, 7),
(390, 849, 7, 5),
(815, 51, 7, 2),
(509, 551, 7, 6),
(915, 778, 11, 3),
(863, 797, 12, 8),
(927, 510, 8, 2),
(975, 325, 12, 9),
(640, 38, 16, 9),
(35, 107, 16, 10),
(403, 941, 13, 6),
(268, 344, 16, 7),
(962, 125, 10, 3),
(208, 217, 10, 10),
(986, 944, 11, 3),
(470, 611, 5, 5),
(868, 730, 17, 10),
(382, 121, 3, 1),
(807, 969, 12, 8),
(763, 14, 3, 1),
(886, 736, 8, 4),
(190, 740, 4, 2),
(829, 491, 9, 5),
(773, 82, 16, 9),
(122, 479, 15, 10),
(9, 964, 10, 6),
(203, 799, 10, 4),
(420, 932, 9, 3),
(142, 901, 18, 9),
(2, 192, 16, 7),
(919, 984, 11, 3),
(140, 974, 9, 2),
(55, 446, 10, 7),
(390, 628, 5, 3),
(297, 868, 12, 3),
(822, 285, 8, 3),
(859, 728, 10, 6),
(150, 838, 10, 10),
(460, 292, 10, 8),
(761, 700, 12, 4),
(908, 186, 6, 5),
(762, 790, 11, 10),
(428, 629, 11, 10),
(749, 876, 18, 9),
(826, 793, 10, 7),
(996, 992, 12, 9),
(227, 600, 15, 8),
(913, 865, 3, 1),
(139, 857, 11, 10),
(990, 902, 13, 5),
(279, 671, 5, 1),
(74, 57, 9, 9),
(198, 196, 9, 1),
(925, 55, 9, 3),
(658, 2, 13, 4),
(949, 909, 15, 10),
(764, 604, 9, 8),
(851, 907, 6, 5),
(725, 499, 16, 8),
(687, 690, 12, 3),
(485, 116, 6, 3),
(7, 88, 10, 10),
(723, 130, 6, 6),
(344, 825, 3, 2),
(330, 104, 3, 3),
(71, 654, 8, 8),
(621, 614, 7, 3),
(536, 491, 7, 1),
(817, 543, 9, 8),
(476, 70, 7, 5),
(842, 314, 7, 4),
(369, 650, 7, 5),
(382, 18, 5, 2),
(442, 747, 14, 5),
(621, 807, 7, 5),
(61, 906, 8, 5),
(178, 225, 16, 8),
(850, 323, 12, 5),
(892, 512, 5, 5),
(827, 211, 15, 9),
(73, 932, 10, 1),
(631, 481, 11, 10),
(922, 169, 8, 2),
(173, 311, 17, 9),
(216, 525, 5, 5),
(729, 188, 8, 3),
(956, 330, 12, 9),
(495, 184, 17, 10),
(110, 927, 8, 2),
(772, 964, 8, 2),
(461, 932, 11, 3),
(44, 574, 15, 7),
(872, 751, 8, 4),
(843, 833, 6, 6),
(653, 661, 10, 1),
(360, 82, 6, 3),
(779, 564, 8, 5),
(671, 677, 14, 6),
(537, 397, 10, 2),
(720, 413, 16, 8),
(290, 338, 13, 9),
(305, 760, 15, 6),
(441, 40, 12, 8),
(173, 198, 9, 2),
(648, 862, 2, 2),
(939, 513, 17, 9),
(609, 823, 10, 3),
(116, 654, 10, 4),
(33, 459, 2, 1),
(744, 450, 8, 8),
(277, 181, 14, 5),
(811, 964, 10, 3),
(665, 989, 8, 3),
(24, 56, 17, 10),
(852, 491, 10, 9),
(569, 843, 9, 9),
(700, 989, 5, 3),
(910, 447, 11, 7),
(740, 40, 16, 10),
(504, 521, 11, 10),
(359, 46, 12, 7),
(604, 326, 14, 6),
(921, 7, 14, 10),
(753, 972, 9, 8),
(324, 57, 6, 3),
(423, 620, 17, 9),
(405, 854, 14, 9),
(57, 577, 16, 10),
(320, 633, 9, 5),
(728, 756, 13, 9),
(970, 390, 2, 1),
(797, 503, 5, 2),
(861, 182, 15, 7),
(979, 388, 9, 6),
(784, 634, 2, 1),
(651, 416, 10, 3),
(158, 472, 7, 4),
(850, 462, 9, 2),
(316, 333, 11, 3),
(803, 494, 14, 5),
(134, 656, 18, 10),
(743, 490, 9, 4),
(497, 576, 11, 2),
(440, 302, 7, 5),
(868, 771, 6, 1),
(106, 495, 17, 8),
(344, 729, 3, 3),
(188, 275, 8, 5),
(551, 850, 3, 1),
(563, 883, 9, 7),
(611, 129, 7, 3),
(972, 604, 7, 2),
(496, 534, 7, 1),
(659, 504, 7, 1),
(787, 880, 13, 7),
(717, 811, 11, 8),
(195, 285, 8, 5),
(283, 899, 17, 10),
(38, 143, 17, 8),
(364, 602, 18, 10),
(688, 880, 17, 9),
(443, 732, 8, 1),
(33, 768, 16, 9),
(726, 249, 6, 1),
(398, 922, 3, 1),
(141, 872, 9, 9),
(12, 880, 5, 5),
(991, 134, 9, 3),
(969, 330, 9, 7),
(506, 427, 5, 2),
(450, 370, 4, 4),
(141, 536, 10, 2),
(506, 982, 7, 6),
(251, 111, 16, 7),
(620, 206, 15, 9),
(480, 504, 8, 1),
(606, 102, 15, 6),
(156, 141, 5, 4),
(150, 660, 15, 9),
(392, 436, 6, 3),
(480, 933, 15, 10),
(778, 923, 6, 6),
(452, 865, 9, 2),
(986, 901, 15, 10),
(986, 746, 5, 2),
(213, 333, 5, 2),
(332, 362, 9, 9),
(712, 627, 16, 7),
(362, 364, 9, 2),
(405, 793, 14, 8),
(220, 498, 1, 1),
(395, 97, 6, 2),
(18, 240, 7, 1),
(574, 924, 10, 3),
(339, 474, 15, 7),
(484, 46, 13, 8),
(291, 987, 8, 7),
(897, 798, 8, 2),
(387, 399, 13, 10),
(738, 230, 9, 8),
(381, 52, 10, 4),
(350, 605, 11, 8),
(866, 944, 14, 8),
(218, 712, 8, 8),
(54, 410, 2, 2),
(979, 373, 16, 8),
(292, 722, 3, 2),
(697, 853, 9, 9),
(865, 393, 9, 7),
(915, 829, 13, 4),
(265, 826, 12, 4),
(181, 285, 13, 4),
(31, 60, 15, 6),
(853, 515, 7, 5),
(432, 992, 10, 2),
(127, 821, 14, 8),
(567, 836, 4, 2),
(206, 711, 10, 4),
(489, 776, 6, 6),
(967, 982, 10, 10),
(661, 43, 14, 6),
(216, 726, 11, 8),
(971, 502, 7, 3),
(766, 81, 15, 6),
(494, 287, 15, 8),
(631, 278, 10, 1),
(885, 513, 6, 6),
(87, 131, 12, 6),
(44, 756, 10, 1),
(864, 407, 12, 10),
(632, 837, 16, 10),
(361, 996, 12, 7),
(78, 191, 6, 3),
(564, 532, 4, 3),
(692, 784, 18, 9),
(54, 12, 5, 5),
(511, 726, 6, 2),
(650, 700, 14, 5),
(915, 58, 11, 4),
(497, 350, 5, 3),
(157, 527, 17, 10),
(147, 754, 16, 9),
(242, 474, 6, 5),
(423, 659, 7, 5),
(189, 760, 15, 8),
(184, 521, 9, 1),
(123, 32, 10, 2),
(140, 224, 1, 1),
(947, 355, 17, 8),
(145, 316, 2, 1),
(249, 373, 6, 6),
(13, 105, 11, 2),
(5, 715, 9, 3),
(544, 640, 6, 4),
(965, 882, 9, 9),
(360, 705, 9, 6),
(191, 3, 8, 7),
(70, 886, 10, 2),
(130, 945, 13, 7),
(945, 358, 11, 6),
(86, 360, 5, 2),
(916, 833, 5, 5),
(78, 273, 14, 6),
(593, 726, 7, 6),
(696, 54, 6, 5),
(478, 478, 8, 6),
(890, 847, 3, 3),
(66, 647, 16, 10),
(490, 775, 10, 7),
(486, 626, 17, 10),
(163, 856, 5, 3),
(759, 689, 10, 5),
(848, 462, 9, 5),
(866, 475, 10, 3),
(715, 821, 10, 6),
(25, 416, 10, 6),
(448, 218, 8, 7),
(824, 385, 18, 9),
(344, 145, 2, 2),
(547, 711, 3, 1),
(752, 105, 9, 6),
(938, 674, 6, 1),
(4, 742, 3, 3),
(241, 490, 4, 4),
(828, 264, 4, 4),
(123, 51, 12, 6),
(292, 302, 14, 7),
(368, 220, 11, 2),
(812, 925, 15, 9),
(990, 620, 9, 6),
(487, 75, 7, 1),
(439, 41, 1, 1),
(315, 496, 9, 7),
(418, 45, 12, 3),
(158, 817, 6, 2),
(213, 721, 9, 5),
(28, 866, 6, 1),
(124, 52, 13, 8),
(1, 27, 15, 9),
(44, 678, 17, 10),
(155, 390, 11, 5),
(486, 250, 12, 7),
(573, 757, 19, 10),
(394, 577, 10, 10),
(275, 564, 6, 4),
(511, 962, 9, 7),
(719, 843, 4, 4),
(1000, 774, 13, 6),
(337, 644, 3, 1),
(529, 757, 10, 4),
(710, 92, 12, 3),
(934, 502, 9, 8),
(595, 969, 3, 1),
(202, 917, 3, 1),
(177, 713, 16, 10),
(169, 20, 2, 2),
(254, 920, 17, 8),
(152, 963, 10, 9),
(504, 514, 10, 5),
(927, 538, 2, 1),
(451, 931, 7, 7),
(395, 75, 7, 5),
(402, 661, 13, 4),
(319, 952, 5, 5),
(287, 697, 13, 5),
(774, 529, 6, 6),
(24, 418, 9, 1),
(251, 436, 7, 6),
(738, 361, 17, 9),
(447, 672, 10, 5),
(82, 286, 7, 1),
(995, 795, 8, 1),
(947, 658, 6, 2),
(414, 565, 9, 1),
(908, 611, 7, 7),
(503, 898, 9, 2),
(775, 802, 8, 8),
(638, 78, 4, 2),
(659, 773, 10, 7),
(922, 65, 14, 9),
(182, 222, 3, 2),
(958, 724, 4, 2),
(598, 697, 3, 3),
(163, 629, 7, 3),
(556, 658, 6, 4),
(796, 266, 9, 2),
(664, 740, 11, 5),
(599, 545, 9, 8),
(152, 220, 12, 9),
(252, 129, 10, 3),
(395, 334, 5, 5),
(590, 218, 9, 4),
(675, 223, 3, 1),
(958, 681, 7, 7),
(423, 731, 14, 8),
(662, 475, 10, 3),
(189, 373, 14, 7),
(121, 818, 14, 8),
(277, 449, 15, 6),
(411, 80, 10, 4),
(674, 764, 9, 8),
(593, 204, 13, 5),
(946, 302, 10, 8),
(50, 58, 6, 2),
(46, 753, 12, 7),
(273, 799, 14, 6),
(667, 213, 12, 5),
(900, 102, 11, 4),
(355, 177, 5, 5),
(187, 830, 14, 9),
(3, 169, 13, 7),
(944, 16, 16, 7),
(595, 822, 3, 2),
(229, 399, 17, 8),
(155, 123, 11, 10),
(981, 795, 13, 4),
(786, 7, 4, 2),
(380, 152, 9, 9),
(190, 35, 11, 2),
(90, 701, 3, 1),
(597, 896, 12, 8),
(991, 533, 13, 9),
(102, 69, 11, 10),
(763, 786, 8, 8),
(1, 169, 5, 3),
(584, 417, 16, 7),
(138, 494, 14, 6),
(600, 632, 13, 10),
(890, 295, 14, 6),
(41, 909, 16, 7),
(320, 938, 19, 10),
(980, 271, 6, 5),
(428, 107, 7, 7),
(582, 413, 14, 6),
(15, 620, 12, 10),
(737, 757, 13, 10),
(293, 527, 5, 1),
(460, 328, 9, 3),
(807, 124, 7, 7),
(253, 408, 17, 8),
(812, 507, 15, 10),
(722, 757, 16, 8),
(794, 153, 12, 3),
(205, 994, 14, 9),
(823, 610, 13, 10),
(841, 451, 8, 2),
(635, 500, 13, 6),
(490, 317, 10, 1),
(61, 408, 7, 4),
(268, 231, 4, 4),
(817, 845, 9, 3),
(520, 739, 12, 5),
(765, 987, 5, 4),
(935, 422, 9, 8),
(151, 301, 10, 1),
(994, 576, 14, 9),
(127, 428, 7, 2),
(394, 869, 7, 4),
(886, 510, 6, 4),
(249, 712, 9, 7),
(850, 311, 15, 9),
(611, 27, 18, 10),
(626, 145, 9, 4),
(196, 6, 3, 3),
(412, 166, 14, 10),
(124, 774, 9, 6),
(480, 45, 7, 5),
(756, 446, 6, 6),
(425, 851, 8, 5),
(299, 132, 12, 3),
(156, 379, 8, 4),
(896, 832, 4, 1),
(532, 362, 12, 9),
(751, 574, 14, 5),
(881, 531, 10, 3),
(108, 595, 5, 3),
(641, 638, 16, 9),
(704, 445, 10, 8),
(197, 292, 15, 9),
(799, 136, 14, 5),
(67, 913, 10, 9),
(411, 244, 6, 3),
(755, 797, 18, 9),
(685, 323, 8, 8),
(816, 433, 17, 9),
(437, 775, 6, 1),
(590, 193, 8, 2),
(110, 487, 13, 6),
(739, 470, 4, 3),
(569, 699, 11, 10),
(651, 241, 11, 8),
(219, 574, 6, 3),
(541, 96, 6, 6),
(954, 991, 13, 4),
(638, 750, 13, 5),
(745, 81, 7, 4),
(517, 113, 16, 8),
(493, 749, 6, 2),
(334, 846, 19, 10),
(816, 806, 11, 9),
(735, 190, 7, 1),
(89, 766, 7, 2),
(880, 669, 13, 9),
(717, 215, 13, 8),
(952, 946, 13, 9),
(811, 101, 10, 2),
(482, 988, 7, 3),
(843, 326, 9, 8),
(679, 601, 11, 9),
(980, 560, 3, 1),
(444, 260, 10, 1),
(997, 648, 9, 8),
(249, 351, 5, 2),
(881, 418, 8, 3),
(529, 828, 13, 10),
(682, 425, 19, 10),
(906, 247, 14, 7),
(322, 464, 8, 2),
(681, 610, 7, 3),
(194, 316, 3, 2),
(489, 476, 6, 6),
(976, 582, 16, 7),
(350, 834, 14, 8),
(865, 454, 8, 3),
(124, 648, 8, 2),
(272, 724, 10, 10),
(924, 333, 15, 10),
(280, 210, 12, 9),
(987, 760, 9, 4),
(514, 162, 2, 2),
(813, 644, 14, 10),
(363, 214, 7, 4),
(92, 783, 14, 8),
(110, 905, 10, 8),
(91, 943, 14, 5),
(781, 798, 2, 1),
(240, 460, 4, 3),
(789, 580, 17, 9),
(321, 280, 9, 5),
(231, 665, 10, 6),
(515, 762, 7, 6),
(465, 175, 3, 3),
(356, 198, 7, 3),
(576, 804, 16, 10),
(726, 943, 8, 2),
(281, 230, 14, 5),
(284, 737, 18, 9),
(552, 821, 10, 5),
(805, 235, 4, 3),
(900, 90, 4, 3),
(754, 882, 16, 7),
(10, 468, 3, 2),
(864, 164, 7, 6),
(192, 323, 13, 5),
(149, 377, 10, 8),
(624, 302, 4, 3),
(243, 786, 10, 5),
(872, 586, 15, 8),
(106, 768, 7, 1),
(627, 543, 9, 2),
(712, 18, 13, 9),
(190, 862, 16, 8),
(501, 995, 17, 9),
(416, 14, 12, 3),
(78, 609, 14, 7),
(847, 960, 17, 10),
(459, 474, 8, 8),
(996, 602, 10, 5),
(700, 306, 3, 2),
(358, 779, 10, 8),
(193, 234, 9, 9),
(88, 827, 13, 7),
(991, 550, 11, 2),
(917, 351, 12, 7),
(29, 611, 14, 10),
(160, 872, 6, 6),
(551, 553, 5, 3),
(209, 739, 9, 2),
(536, 99, 9, 8),
(313, 627, 8, 2),
(116, 186, 3, 2),
(425, 147, 13, 9),
(153, 378, 10, 10),
(145, 686, 14, 6),
(468, 584, 19, 10),
(73, 418, 9, 2),
(536, 431, 14, 5),
(801, 696, 6, 1),
(881, 672, 17, 10),
(90, 408, 5, 1),
(893, 556, 7, 6),
(404, 344, 9, 5),
(12, 413, 8, 5),
(234, 812, 5, 3),
(936, 327, 10, 4),
(432, 650, 8, 8),
(983, 108, 9, 3),
(968, 327, 15, 10),
(841, 369, 11, 2),
(264, 86, 7, 3),
(234, 626, 12, 7),
(430, 4, 14, 8),
(7, 886, 8, 2),
(768, 46, 10, 6),
(291, 556, 11, 2),
(203, 477, 4, 4),
(709, 971, 17, 10),
(380, 790, 2, 1),
(802, 226, 16, 7),
(383, 989, 17, 9),
(403, 291, 10, 10),
(226, 174, 10, 9),
(710, 254, 3, 2),
(865, 611, 12, 10),
(875, 957, 10, 5),
(786, 845, 6, 1),
(501, 695, 15, 10),
(465, 465, 10, 6),
(277, 621, 8, 5),
(186, 757, 15, 10),
(304, 851, 11, 7),
(496, 585, 4, 4),
(947, 355, 7, 3),
(385, 847, 12, 7),
(95, 153, 9, 2),
(499, 19, 6, 6),
(109, 31, 14, 6),
(641, 352, 8, 5),
(298, 241, 8, 5),
(629, 850, 8, 4),
(291, 971, 7, 1),
(887, 211, 14, 6),
(395, 648, 9, 1),
(974, 801, 9, 6),
(217, 788, 7, 4),
(845, 424, 3, 2),
(988, 119, 7, 7),
(418, 981, 11, 5),
(176, 345, 19, 10),
(508, 776, 14, 7),
(368, 644, 13, 4),
(449, 829, 9, 2),
(286, 176, 15, 7),
(931, 465, 11, 5),
(667, 548, 12, 6),
(133, 205, 17, 9),
(349, 991, 14, 10),
(772, 496, 9, 2),
(512, 266, 7, 4),
(443, 338, 5, 3),
(231, 342, 12, 7),
(267, 915, 10, 1),
(538, 380, 3, 3),
(288, 514, 3, 3),
(159, 115, 8, 8),
(226, 751, 3, 1),
(862, 640, 7, 6),
(190, 34, 10, 9),
(342, 136, 11, 2),
(907, 622, 13, 8),
(797, 923, 12, 6),
(116, 344, 11, 5),
(343, 28, 9, 8),
(815, 590, 7, 2),
(344, 285, 7, 3),
(474, 681, 10, 2),
(946, 971, 5, 3),
(844, 833, 7, 7),
(372, 822, 12, 5),
(279, 202, 18, 10),
(776, 282, 15, 10),
(43, 39, 14, 9),
(442, 568, 12, 6),
(822, 751, 11, 9),
(345, 686, 13, 8),
(94, 412, 12, 7),
(32, 636, 3, 3),
(395, 672, 6, 2),
(183, 12, 10, 9),
(591, 45, 12, 8),
(983, 573, 8, 2),
(746, 997, 5, 1),
(837, 157, 12, 4),
(560, 849, 5, 1),
(279, 49, 12, 3),
(943, 815, 16, 9),
(677, 484, 15, 10),
(41, 388, 19, 10),
(766, 257, 9, 2),
(576, 505, 10, 6),
(573, 594, 12, 9),
(290, 290, 4, 3),
(558, 373, 9, 4),
(473, 112, 3, 1),
(269, 241, 7, 5),
(474, 663, 10, 8),
(887, 920, 16, 10),
(386, 196, 7, 1),
(523, 89, 5, 1),
(948, 972, 15, 6),
(524, 957, 10, 9),
(109, 229, 4, 3),
(768, 705, 14, 10),
(642, 727, 11, 7),
(456, 686, 11, 3),
(693, 203, 13, 9),
(504, 906, 14, 9),
